Date,Close
10/1/2012 16:00:00,25.64
10/2/2012 16:00:00,25.64
10/3/2012 16:00:00,25.47
10/4/2012 16:00:00,25.93
10/5/2012 16:00:00,26.35
10/8/2012 16:00:00,26.14
10/9/2012 16:00:00,25.83
10/10/2012 16:00:00,25.78
10/11/2012 16:00:00,25.79
10/12/2012 16:00:00,25.82
10/15/2012 16:00:00,26.17
10/16/2012 16:00:00,26.21
10/17/2012 16:00:00,26.19
10/18/2012 16:00:00,26.54
10/19/2012 16:00:00,26.28
10/22/2012 16:00:00,26.09
10/23/2012 16:00:00,25.95
10/24/2012 16:00:00,26.05
10/25/2012 16:00:00,25.48
10/26/2012 16:00:00,25.61
10/31/2012 16:00:00,25.29
11/1/2012 16:00:00,25.43
11/2/2012 16:00:00,26.21
11/5/2012 16:00:00,25.38
11/6/2012 16:00:00,25.31
11/7/2012 16:00:00,24.44
11/8/2012 16:00:00,24
11/9/2012 16:00:00,23.8
11/12/2012 16:00:00,23.65
11/13/2012 16:00:00,23.49
11/14/2012 16:00:00,23.2
11/15/2012 16:00:00,23.18
11/16/2012 16:00:00,23.28
11/19/2012 16:00:00,23.26
11/20/2012 16:00:00,23.48
11/21/2012 16:00:00,23.66
11/23/2012 16:00:00,24.15
11/26/2012 16:00:00,23.8
11/27/2012 16:00:00,23.57
11/28/2012 16:00:00,23.62
11/29/2012 16:00:00,23.8
11/30/2012 16:00:00,23.59
12/3/2012 16:00:00,23.42
12/4/2012 16:00:00,23.3
12/5/2012 16:00:00,22.88
12/6/2012 16:00:00,22.99
12/7/2012 16:00:00,22.98
12/10/2012 16:00:00,23.49
12/11/2012 16:00:00,23.71
12/12/2012 16:00:00,23.85
12/13/2012 16:00:00,23.87
12/14/2012 16:00:00,23.74
12/17/2012 16:00:00,23.6
12/18/2012 16:00:00,23.63
12/19/2012 16:00:00,23.37
12/20/2012 16:00:00,23.19
12/21/2012 16:00:00,23.15
12/24/2012 16:00:00,22.8
12/26/2012 16:00:00,22.77
12/27/2012 16:00:00,22.85
12/28/2012 16:00:00,22.93
12/31/2012 16:00:00,23.14
1/2/2013 16:00:00,23.33
1/3/2013 16:00:00,23.47
1/4/2013 16:00:00,24.19
1/7/2013 16:00:00,24.24
1/8/2013 16:00:00,24.23
1/9/2013 16:00:00,24.33
1/10/2013 16:00:00,24.6
1/11/2013 16:00:00,24.53
1/14/2013 16:00:00,24.61
1/15/2013 16:00:00,24.68
1/16/2013 16:00:00,24.68
1/17/2013 16:00:00,24.6
1/18/2013 16:00:00,24.53
1/22/2013 16:00:00,24.77
1/23/2013 16:00:00,24.82
1/24/2013 16:00:00,24.94
1/25/2013 16:00:00,24.97
1/28/2013 16:00:00,24.8
1/29/2013 16:00:00,25.04
1/30/2013 16:00:00,25.05
1/31/2013 16:00:00,25.16
2/1/2013 16:00:00,25.62
2/4/2013 16:00:00,25.53
2/5/2013 16:00:00,25
2/6/2013 16:00:00,24.95
2/7/2013 16:00:00,24.85
2/8/2013 16:00:00,25.09
2/11/2013 16:00:00,25.02
2/12/2013 16:00:00,24.85
2/13/2013 16:00:00,22.35
2/14/2013 16:00:00,21.98
2/15/2013 16:00:00,22.39
2/19/2013 16:00:00,22.79
2/20/2013 16:00:00,22.2
2/21/2013 16:00:00,22.09
2/22/2013 16:00:00,21.95
2/25/2013 16:00:00,21.22
2/26/2013 16:00:00,21.12
2/27/2013 16:00:00,20.94
2/28/2013 16:00:00,20.89
3/1/2013 16:00:00,20.83
3/4/2013 16:00:00,20.74
3/5/2013 16:00:00,20.77
3/6/2013 16:00:00,20.9
3/7/2013 16:00:00,20.78
3/8/2013 16:00:00,21.44
3/11/2013 16:00:00,20.96
3/12/2013 16:00:00,20.55
3/13/2013 16:00:00,19
3/14/2013 16:00:00,19.37
3/15/2013 16:00:00,18.62
3/18/2013 16:00:00,18.47
3/19/2013 16:00:00,18.89
3/20/2013 16:00:00,19.03
3/21/2013 16:00:00,19.79
3/22/2013 16:00:00,20.25
3/25/2013 16:00:00,20.74
3/26/2013 16:00:00,21.13
3/27/2013 16:00:00,21.2
3/28/2013 16:00:00,20.96
4/1/2013 16:00:00,20.92
4/2/2013 16:00:00,20.71
4/3/2013 16:00:00,20.21
4/4/2013 16:00:00,20.16
4/5/2013 16:00:00,20.19
4/8/2013 16:00:00,20.56
4/9/2013 16:00:00,20.92
4/10/2013 16:00:00,21.14
4/11/2013 16:00:00,21.3
4/12/2013 16:00:00,20.97
4/15/2013 16:00:00,20.24
4/16/2013 16:00:00,20.65
4/17/2013 16:00:00,20.03
4/18/2013 16:00:00,20.25
4/19/2013 16:00:00,20.2
4/22/2013 16:00:00,20.67
4/23/2013 16:00:00,20.98
4/24/2013 16:00:00,21.19
4/25/2013 16:00:00,21.08
4/26/2013 16:00:00,20.68
4/29/2013 16:00:00,20.7
4/30/2013 16:00:00,21.38
5/1/2013 16:00:00,20.8
5/2/2013 16:00:00,21.16
5/3/2013 16:00:00,21.85
5/6/2013 16:00:00,21.62
5/7/2013 16:00:00,21.65
5/8/2013 16:00:00,21.66
5/9/2013 16:00:00,21.31
5/10/2013 16:00:00,21.11
5/13/2013 16:00:00,21.1
5/14/2013 16:00:00,20.85
5/15/2013 16:00:00,20.89
5/16/2013 16:00:00,20.83
5/17/2013 16:00:00,20.69
5/20/2013 16:00:00,20.64
5/21/2013 16:00:00,20.32
5/22/2013 16:00:00,20.24
5/23/2013 16:00:00,20.2
5/24/2013 16:00:00,20.02
5/28/2013 16:00:00,20.12
5/29/2013 16:00:00,19.9
5/30/2013 16:00:00,19.92
5/31/2013 16:00:00,19.91
6/3/2013 16:00:00,19.68
6/4/2013 16:00:00,19.66
6/5/2013 16:00:00,19.49
6/6/2013 16:00:00,19.94
6/7/2013 16:00:00,20.19
6/10/2013 16:00:00,20.11
6/11/2013 16:00:00,19.93
6/12/2013 16:00:00,19.86
6/13/2013 16:00:00,19.97
6/14/2013 16:00:00,20.13
6/17/2013 16:00:00,20.07
6/18/2013 16:00:00,20.09
6/19/2013 16:00:00,19.47
6/20/2013 16:00:00,18.68
6/21/2013 16:00:00,19.01
6/24/2013 16:00:00,18.93
6/25/2013 16:00:00,19.4
6/26/2013 16:00:00,19.93
6/27/2013 16:00:00,21.03
6/28/2013 16:00:00,21.75
7/1/2013 16:00:00,21.92
7/2/2013 16:00:00,21.54
7/3/2013 16:00:00,21.19
7/5/2013 16:00:00,21.05
7/8/2013 16:00:00,20.89
7/9/2013 16:00:00,21.05
7/10/2013 16:00:00,21.05
7/11/2013 16:00:00,21.28
7/12/2013 16:00:00,21.35
7/15/2013 16:00:00,21.47
7/16/2013 16:00:00,20.89
7/17/2013 16:00:00,20.93
7/18/2013 16:00:00,21.16
7/19/2013 16:00:00,20.79
7/22/2013 16:00:00,21.09
7/23/2013 16:00:00,21.29
7/24/2013 16:00:00,21
7/25/2013 16:00:00,20.93
7/26/2013 16:00:00,21.6
7/29/2013 16:00:00,20.82
7/30/2013 16:00:00,20.66
7/31/2013 16:00:00,20.98
8/1/2013 16:00:00,21.09
8/2/2013 16:00:00,21.04
8/5/2013 16:00:00,21.24
8/6/2013 16:00:00,21.37
8/7/2013 16:00:00,21.71
8/8/2013 16:00:00,22.3
8/9/2013 16:00:00,20.97
8/12/2013 16:00:00,20.76
8/13/2013 16:00:00,20.7
8/14/2013 16:00:00,20.7
8/15/2013 16:00:00,20.61
8/16/2013 16:00:00,20.51
8/19/2013 16:00:00,19.75
8/20/2013 16:00:00,20.39
8/21/2013 16:00:00,20.03
8/22/2013 16:00:00,20.04
8/23/2013 16:00:00,20.03
8/26/2013 16:00:00,19.73
8/27/2013 16:00:00,19.58
8/28/2013 16:00:00,19.24
8/29/2013 16:00:00,19.26
8/30/2013 16:00:00,19.3
9/3/2013 16:00:00,19.24
9/4/2013 16:00:00,19.41
9/5/2013 16:00:00,19.43
9/6/2013 16:00:00,19.33
9/9/2013 16:00:00,19.78
9/10/2013 16:00:00,20.15
9/11/2013 16:00:00,20.32
9/12/2013 16:00:00,19.99
9/13/2013 16:00:00,20.21
9/16/2013 16:00:00,20.28
9/17/2013 16:00:00,20.61
9/18/2013 16:00:00,21.09
9/19/2013 16:00:00,20.51
9/20/2013 16:00:00,20.04
9/23/2013 16:00:00,20.43
9/24/2013 16:00:00,20.39
9/25/2013 16:00:00,20.48
9/26/2013 16:00:00,20.34
9/27/2013 16:00:00,20.07
9/30/2013 16:00:00,19.81
10/1/2013 16:00:00,20.37
10/2/2013 16:00:00,20.37
10/3/2013 16:00:00,20.18
10/4/2013 16:00:00,20.37
10/7/2013 16:00:00,20.1
10/8/2013 16:00:00,19.56
10/9/2013 16:00:00,19.73
10/10/2013 16:00:00,20.39
10/11/2013 16:00:00,21.06
10/14/2013 16:00:00,21.22
10/15/2013 16:00:00,20.87
10/16/2013 16:00:00,21.75
10/17/2013 16:00:00,21.67
10/18/2013 16:00:00,21.5
10/21/2013 16:00:00,21.46
10/22/2013 16:00:00,21.53
10/23/2013 16:00:00,21.13
10/24/2013 16:00:00,20.98
10/25/2013 16:00:00,21.07
10/28/2013 16:00:00,21.51
10/29/2013 16:00:00,21.62
10/30/2013 16:00:00,21.56
10/31/2013 16:00:00,21.41
11/1/2013 16:00:00,21.54
11/4/2013 16:00:00,21.71
11/5/2013 16:00:00,21.1
11/6/2013 16:00:00,21.31
11/7/2013 16:00:00,21.03
11/8/2013 16:00:00,20.89
11/11/2013 16:00:00,20.84
11/12/2013 16:00:00,20.8
11/13/2013 16:00:00,21
11/14/2013 16:00:00,21.47
11/15/2013 16:00:00,22.04
11/18/2013 16:00:00,21.92
11/19/2013 16:00:00,22.12
11/20/2013 16:00:00,22.42
11/21/2013 16:00:00,22.72
11/22/2013 16:00:00,23.17
11/25/2013 16:00:00,22.67
11/26/2013 16:00:00,22.45
11/27/2013 16:00:00,23.11
11/29/2013 16:00:00,23.24
12/2/2013 16:00:00,22.77
12/3/2013 16:00:00,22.85
12/4/2013 16:00:00,22.61
12/5/2013 16:00:00,22.19
12/6/2013 16:00:00,22.25
12/9/2013 16:00:00,22.6
12/10/2013 16:00:00,22.55
12/11/2013 16:00:00,22.35
12/12/2013 16:00:00,22.26
12/13/2013 16:00:00,22.26
12/16/2013 16:00:00,22.5
12/17/2013 16:00:00,22.08
12/18/2013 16:00:00,22.65
12/19/2013 16:00:00,22.51
12/20/2013 16:00:00,22.65
12/23/2013 16:00:00,23.06
12/24/2013 16:00:00,23.08
12/26/2013 16:00:00,23.05
12/27/2013 16:00:00,23.39
12/30/2013 16:00:00,23.51
12/31/2013 16:00:00,23.37
1/2/2014 16:00:00,22.65
1/3/2014 16:00:00,22.65
1/6/2014 16:00:00,22.56
1/7/2014 16:00:00,22.48
1/8/2014 16:00:00,21.95
1/9/2014 16:00:00,21.77
1/10/2014 16:00:00,22.03
1/13/2014 16:00:00,21.79
1/14/2014 16:00:00,22
1/15/2014 16:00:00,22.18
1/16/2014 16:00:00,21.92
1/17/2014 16:00:00,21.76
1/21/2014 16:00:00,21.64
1/22/2014 16:00:00,21.93
1/23/2014 16:00:00,21.58
1/24/2014 16:00:00,21.18
1/27/2014 16:00:00,21.16
1/28/2014 16:00:00,21.28
1/29/2014 16:00:00,21.05
1/30/2014 16:00:00,21.43
1/31/2014 16:00:00,21.26
2/3/2014 16:00:00,20.57
2/4/2014 16:00:00,21.11
2/5/2014 16:00:00,20.69
2/6/2014 16:00:00,21.07
2/7/2014 16:00:00,21.32
2/10/2014 16:00:00,20.97
2/11/2014 16:00:00,21.49
2/12/2014 16:00:00,21.19
2/13/2014 16:00:00,21.1
2/14/2014 16:00:00,21.25
2/18/2014 16:00:00,20.88
2/19/2014 16:00:00,20.45
2/20/2014 16:00:00,20.12
2/21/2014 16:00:00,20.15
2/24/2014 16:00:00,19.84
2/25/2014 16:00:00,19.76
2/26/2014 16:00:00,19.5
2/27/2014 16:00:00,19.86
2/28/2014 16:00:00,19.37
3/3/2014 16:00:00,19.48
3/4/2014 16:00:00,19.19
3/5/2014 16:00:00,19.17
3/6/2014 16:00:00,19.35
3/7/2014 16:00:00,19.59
3/10/2014 16:00:00,19.62
3/11/2014 16:00:00,19.85
3/12/2014 16:00:00,20.14
3/13/2014 16:00:00,19.69
3/14/2014 16:00:00,19.85
3/17/2014 16:00:00,19.92
3/18/2014 16:00:00,19.98
3/19/2014 16:00:00,19.77
3/20/2014 16:00:00,20.03
3/21/2014 16:00:00,20.26
3/24/2014 16:00:00,20.68
3/25/2014 16:00:00,19.96
3/26/2014 16:00:00,19.57
3/27/2014 16:00:00,19.31
3/28/2014 16:00:00,19.26
3/31/2014 16:00:00,19.88
4/1/2014 16:00:00,20.33
4/2/2014 16:00:00,20.54
4/3/2014 16:00:00,20.62
4/4/2014 16:00:00,20.8
4/7/2014 16:00:00,20.79
4/8/2014 16:00:00,20.51
4/9/2014 16:00:00,20.54
4/10/2014 16:00:00,19.98
4/11/2014 16:00:00,19.97
4/14/2014 16:00:00,20.19
4/15/2014 16:00:00,19.87
4/16/2014 16:00:00,19.69
4/17/2014 16:00:00,19.54
4/21/2014 16:00:00,19.42
4/22/2014 16:00:00,19.59
4/23/2014 16:00:00,19.63
4/24/2014 16:00:00,19.72
4/25/2014 16:00:00,19.73
4/28/2014 16:00:00,19.73
4/29/2014 16:00:00,20.08
4/30/2014 16:00:00,20.08
5/1/2014 16:00:00,20.26
5/2/2014 16:00:00,20.13
5/5/2014 16:00:00,20.2
5/6/2014 16:00:00,20.41
5/7/2014 16:00:00,20.19
5/8/2014 16:00:00,20.14
5/9/2014 16:00:00,19.92
5/12/2014 16:00:00,20.28
5/13/2014 16:00:00,20.32
5/14/2014 16:00:00,20.45
5/15/2014 16:00:00,20.13
5/16/2014 16:00:00,20.43
5/19/2014 16:00:00,19.61
5/20/2014 16:00:00,19.99
5/21/2014 16:00:00,20.14
5/22/2014 16:00:00,20.21
5/23/2014 16:00:00,19.9
5/27/2014 16:00:00,19.89
5/28/2014 16:00:00,19.92
5/29/2014 16:00:00,19.84
5/30/2014 16:00:00,19.33
6/2/2014 16:00:00,19.53
6/3/2014 16:00:00,19.72
6/4/2014 16:00:00,19.44
6/5/2014 16:00:00,20.01
6/6/2014 16:00:00,20.37
6/9/2014 16:00:00,20.37
6/10/2014 16:00:00,20.26
6/11/2014 16:00:00,20.14
6/12/2014 16:00:00,20
6/13/2014 16:00:00,19.98
6/16/2014 16:00:00,19.77
6/17/2014 16:00:00,19.64
6/18/2014 16:00:00,19.66
6/19/2014 16:00:00,19.56
6/20/2014 16:00:00,19.54
6/23/2014 16:00:00,19.52
6/24/2014 16:00:00,19.76
6/25/2014 16:00:00,19.85
6/26/2014 16:00:00,19.69
6/27/2014 16:00:00,20.69
6/30/2014 16:00:00,20.75
7/1/2014 16:00:00,20.84
7/2/2014 16:00:00,20.81
7/3/2014 16:00:00,20.72
7/7/2014 16:00:00,20.77
7/8/2014 16:00:00,20.74
7/9/2014 16:00:00,22.83
7/10/2014 16:00:00,22.5
7/11/2014 16:00:00,22.9
7/14/2014 16:00:00,23.15
7/15/2014 16:00:00,23.64
7/16/2014 16:00:00,24.01
7/17/2014 16:00:00,23.88
7/18/2014 16:00:00,23.81
7/21/2014 16:00:00,23.22
7/22/2014 16:00:00,23.76
7/23/2014 16:00:00,23.76
7/24/2014 16:00:00,23.84
7/25/2014 16:00:00,23.97
7/28/2014 16:00:00,24.02
7/29/2014 16:00:00,23.9
7/30/2014 16:00:00,23.8
7/31/2014 16:00:00,23.57
8/1/2014 16:00:00,23.45
8/4/2014 16:00:00,23.69
8/5/2014 16:00:00,23.12
8/6/2014 16:00:00,23.2
8/7/2014 16:00:00,22.54
8/8/2014 16:00:00,22.92
8/11/2014 16:00:00,23.47
8/12/2014 16:00:00,23.56
8/13/2014 16:00:00,23.57
8/14/2014 16:00:00,23.58
8/15/2014 16:00:00,23.59
8/18/2014 16:00:00,23.73
8/19/2014 16:00:00,23.64
8/20/2014 16:00:00,23.73
8/21/2014 16:00:00,24.07
8/22/2014 16:00:00,23.86
8/25/2014 16:00:00,23.86
8/26/2014 16:00:00,23.94
8/27/2014 16:00:00,24.16
8/28/2014 16:00:00,24.29
8/29/2014 16:00:00,24.51
9/2/2014 16:00:00,24.93
9/3/2014 16:00:00,25.16
9/4/2014 16:00:00,25.87
9/5/2014 16:00:00,26.32
9/8/2014 16:00:00,26.32
9/9/2014 16:00:00,25.97
9/10/2014 16:00:00,25.72
9/11/2014 16:00:00,25.49
9/12/2014 16:00:00,25.71
9/15/2014 16:00:00,26.15
9/16/2014 16:00:00,26.21
9/17/2014 16:00:00,26.36
9/18/2014 16:00:00,26.38
9/19/2014 16:00:00,25.9
9/22/2014 16:00:00,25.85
9/23/2014 16:00:00,25.26
9/24/2014 16:00:00,25.32
9/25/2014 16:00:00,25.07
9/26/2014 16:00:00,25.16
9/29/2014 16:00:00,24.76
9/30/2014 16:00:00,25.2
10/1/2014 16:00:00,24.53
10/2/2014 16:00:00,24.81
10/3/2014 16:00:00,24.79
10/6/2014 16:00:00,25.04
10/7/2014 16:00:00,24.8
10/8/2014 16:00:00,24.89
10/9/2014 16:00:00,24.64
10/10/2014 16:00:00,24.12
10/13/2014 16:00:00,24.11
10/14/2014 16:00:00,24.36
10/15/2014 16:00:00,23.92
10/16/2014 16:00:00,23.77
10/17/2014 16:00:00,24.03
10/20/2014 16:00:00,23.94
10/21/2014 16:00:00,24.04
10/22/2014 16:00:00,23.74
10/23/2014 16:00:00,23.75
10/24/2014 16:00:00,23.53
